base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,rate
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.2115190907878041
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.060230984764067755
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.21031259148177697
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.32385426283086827
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.21865237237156215
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.322371038441576
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.2779184490678107
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.12071305801663408
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.35515805174455656
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.36601756350963677
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.0653055736501167
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.20518852971151127
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.21491281389519412
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.10461834174107122
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.2243443063577317
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.20548725910260882
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.28321287103636816
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.207662393753316
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.31594204629182543
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.18775710913305996
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.32342179100510776
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.03317655745633591
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.1919810797766949
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.257402334753789
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.21437182240787894
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.045425566942273204
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.21798723564040018
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.33481302429437765
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.02988308285104608
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.476240028814767
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.02251117582058835
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.052879336699794624
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.03559097973670975
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.018489891463330785
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.16559709118984792
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.09296738957241536
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.019429069170711792
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.022665676876481418
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.11227320775568322
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.15399773560081262
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.027931265463197325
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.5547338733920477
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.13801148236554905
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.16817748021048715
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.6352778067159668
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.5438529730250781
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.029909858091241706
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.8991119807753889
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.5326020737533559
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.3332965438638998
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.07052338404431073
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.19144637971926412
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.40326807316124685
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5220975609270416
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.22044649580484785
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.42730424290802055
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.17847152033049338
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5711556167797947
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.43504515965736157
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.449362465158611
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.45517539483733427
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5194289560971166
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.4018272595361825
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.27534821915656815
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.4409736530776814
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.7668732072590475
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5013940817559083
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3782778437239184
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5822125585928469
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.28440668438765204
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5518381186976431
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3434588811134247
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.516155823582394
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5225025628150093
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.23364078409489708
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.08714439492396481
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.202996562109402
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.19345019748589762
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.216073685097266
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3131227833827001
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.4627645976792958
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.4834914341047294
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5467027388578217
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.2457105796234736
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.24458753642446834
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3543092828840653
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.38719275969462214
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3086578360569527
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5262615327981232
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5920697326027597
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5803138095435135
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.46605043456936124
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.6287740561909552
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.30949432488432543
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5933982384873446
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5438368093166198
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.18390480919279903
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3841914834845308
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.2876672490305814
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.416858315899113
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.4527730741084218
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.32905451295769605
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.2741464813069875
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.35975264095898474
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.18018467201079366
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3154475924301531
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.0795056500440936
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.26959047840010963
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5411883917487543
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.2675461889067755
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.195456425660904
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.528412664872437
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.38484977572392415
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3228780279094117
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.38351732534768596
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3399891468072501
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.40736416538462283
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.23277450971890706
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.48427244484675164
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5827672990629835
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.28989396820602126
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5306757514144236
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.42829457915594915
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.14961165909976015
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.24950171528382883
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.398085144096086
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.4096307077844312
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.2732306031535282
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.6004225261240104
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.24482954682110591
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.29613326310630905
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.4126185542730573
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.415144484033125
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.30001806118609764
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.38640944770160085
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.39300709421247815
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.44356456500733293
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.5566202771995118
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.1618674896151779
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.551611301100523
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.11692979487171046
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.34874250122221206
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.55538638485075
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.3664431085911725
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.33544592471132856
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.31602836955294933
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.4971383349922893
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.25757050459286324
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.2091807415153546
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.1734028489865823
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.1667936466558112
Cheese,Candy Outer,Acai Berry,Passion Fruit,White,0.09390779826933782
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.5302813015547299
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2702816151917104
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4482723820746518
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4610984113655868
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.9224327879952869
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.31091204604164174
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4048682793249031
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3185738063665986
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6184546190035768
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3567018782700322
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.35835610403402474
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4816194741246128
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2738241871803043
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2750852554974143
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2779670088420721
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2843439450195356
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2732849472199519
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3223626236760705
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2711102271378972
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4186937470400397
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3365557332133918
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.35195789166529534
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.35248278299314056
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.36557636093224877
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2989482625116076
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4433281491232942
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.5644479647323168
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.5773756386853743
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3351735327345638
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.28813873992099426
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.47149680272468525
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.7248768891043958
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.32090937871580305
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.42444543549768243
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3292298911749086
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6258979009758774
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4019496787888822
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.31710224292003536
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2602684167785148
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6660305159866085
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.7828568754616787
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.31135780866192136
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.5965614445810113
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.7111041239439756
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3601161916072883
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.32349035322979164
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3326604940832856
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.318127870051269
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.5830464934217274
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3864141510792641
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3917847124199888
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.35744516526853726
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3090377592377578
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.28633994466822316
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4716168642902338
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.27343473677311336
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4807369546424805
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2651854405222588
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6764819283285357
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4608582033379707
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4483375612227043
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.8554991648099215
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.29156893088929287
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.28437352223824197
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6610877075601695
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.38798206825760395
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3087442203420847
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6441393922430315
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2727241310868622
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6258354123254133
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.373521320849047
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6220941886099223
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.31354202548210014
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3102133233557761
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.35526035108716625
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.25712242797211354
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2975233639354691
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3622572448770027
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.28613656644782515
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.28686755756195476
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.3633043593340401
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.5404419549629718
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.739171389471844
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2888211519655477
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.44897400404752164
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.30831507449822027
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2620686873199959
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2700291128132155
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.42283035662484125
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6946370494574161
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.34595367353304823
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.26880012071037496
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.9221220397903307
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6866563636001886
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.28125598273949903
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.6980819676838487
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.2853420979511585
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.4811569076269341
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.35136359370693027
Cheese,Jelly Filled,Mango,Fuzzy Navel,Burgundy,0.43920720838250316
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5740121229877648
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.23505701273271734
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.6601226014154642
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.14441834469360942
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,1.279639977059614
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.7417867563674461
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.17462285322157223
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.21720976311689716
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.3532080077863574
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.29786970149224223
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.13401945582847488
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.22267105251135225
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.117170551352483
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.17075031355431763
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.1442119436893688
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.33873656129957286
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.16906256056328667
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.10836515649021332
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.273052416845957
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.26702788746128325
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.3232100122999927
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2243261879739868
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.9024892707044075
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.7254568516634683
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.3066366419861476
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.370763885676608
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2979840137970343
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.42629770071134665
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2146591334118327
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2988903276577817
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.4592788908720906
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2968871596938455
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.17137995497170871
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.46358511856178153
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5470746366855503
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5397748314086528
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.36414748737821445
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2310317681249639
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5366501862023516
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.10883904639872662
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.19615207396016876
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.1697443647516126
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.3971774251652864
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.13163326244576515
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.1606850135582417
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.4862663915105795
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.10427936294355074
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.6335588877123772
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.16489848235043839
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.19763323634707447
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5858940359327367
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.1801422164935647
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.3029529985602362
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.8500964017879759
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2878290601789997
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.46024597591134975
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5230417316926227
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.39876811343825
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.6117339001737265
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.13962785988488824
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.44384261146112747
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.10933856416254122
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.44082616283496523
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.3033873621857932
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2773424344070663
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.7166314958083315
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.12664076204033398
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.8355741751703578
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5955362649795916
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.12404383687675863
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.44087342996848233
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.11512218656730494
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.24779424649087706
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.18333859546441256
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.11722118685834601
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.3145215674653288
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.16934279844895678
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.7058081243052345
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.14237018848651367
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.14479083085659955
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.38070581839638573
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.4274739439227173
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2806344089432027
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.18699232809756977
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5608516686651814
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2590620048086252
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.41971635924677564
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.19768827602684136
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.7957538345301054
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.6763282147524352
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.13171437278392398
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5647585505499966
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.1433332753493195
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.8719029032821882
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.1964250445965096
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.5933386084566343
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.33781710189664715
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.2966092085169242
Tiramisu,Jelly Filled,Amaretto,Vanilla,Citrine,0.26571509442346
